customer_cif,customer_name,customer_type,customer_entity_type,date_of_birth,father_spouse_name,nationality,citizenship,residency,tax_residency,pan,aadhaar,aadhaar_masked,identification_doc_no,mobile_number,email_id,address_individual,state,city,address_lat,address_lon,occupation_industry,annual_income,professional_experience_years,source_of_funds,_nri_country,customer_risk_score,pep_flag,hni_flag,minor_flag,non_face_to_face_flag,vkyc_flag,cif_creation_date,kyc_update_date,date_of_incorporation,place_of_incorporation,beneficial_owner_types,passive_nfe,address_registered_office,address_place_of_business,address_beneficial_owners,entity_identification_doc_no,cif_beneficial_owners,name_beneficial_owners
898734675667,Suresh Pillai,Individual,Individual,25-08-1972,Aditya Tiwari,Indian,Indian,Resident,India,SZFPT5555W,760531773142,XXXX-XXXX-9705,AADHAAR-2874XXXX0133,8022539013,suresh.pillai175@outlook.com,"32, Gandhi Nagar, Amritsar, Punjab - 108243",Punjab,Amritsar,25.373915,77.649042,Salaried - Banking,241537,29,Investment Returns,,Low,N,N,N,N,N,01-10-2017,08-09-2024,,,,,,,,,,
493049218308,Arjun Banerjee,Individual,Individual,19-07-1999,Ashish Mukherjee,Indian,Indian,Resident,India,YYHPC5152L,357326915145,XXXX-XXXX-2621,AADHAAR-5100XXXX9017,7338438275,arjun.banerjee749@rediffmail.com,"303, NH Highway, Kota, Rajasthan - 955026",Rajasthan,Kota,18.537808,73.85321,Business Owner,417947,17,Agriculture Income,,Low,N,N,N,Y,N,16-12-2017,06-11-2019,,,,,,,,,,
325099757838,Pallavi Yadav,Individual,Individual,09-08-1976,Tushar Iyer,Indian,Indian,Resident,India,AJPPT3522L,843471435428,XXXX-XXXX-1700,AADHAAR-9635XXXX5589,8449801445,pallavi.yadav92@outlook.com,"497, Station Road, Kozhikode, Kerala - 549045",Kerala,Kozhikode,20.79635,80.519683,Business Owner,5120826,14,Agriculture Income,,High,N,N,N,Y,N,17-06-2016,28-03-2022,,,,,,,,,,
618610719387,Ravi Verma,Individual,Individual,25-08-1969,Manoj Kumar,Indian,Indian,Resident,India,IBAPM8116M,622010020671,XXXX-XXXX-9513,AADHAAR-8595XXXX7401,7649394010,ravi.verma738@yahoo.co.in,"340, Ring Road, Kochi, Kerala - 122593",Kerala,Kochi,9.953217,76.284136,Salaried - Government,476091,39,Agriculture Income,,Low,N,N,N,Y,N,15-09-2018,11-09-2020,,,,,,,,,,
924750859951,Star Trading Co,Non-Individual,HUF,,,Indian,,Resident,India,JTCBR6406H,,,,6705002065,star740@hotmail.com,,Kerala,Thiruvananthapuram,21.292738,77.259911,IT Services,382161573,,Donations,,Low,N,N,N,N,N,14-10-2003,25-08-2022,17-01-1997,"Thiruvananthapuram, Kerala",Senior Managing Official,N,"181 Corporate Park, Thiruvananthapuram, Kerala - 284052","Plot 171, Industrial Area, Thiruvananthapuram, Kerala","733, Residential Colony, Thiruvananthapuram, Kerala",U24974VT2008PTC800722,599640872676,Sunita Kapoor
420142077431,Neha Verma,Individual,Individual,04-07-1994,Suresh Singh,Indian,Indian,Resident,India,NASPR4343D,789426752109,XXXX-XXXX-0139,AADHAAR-4704XXXX0268,7337099158,neha.verma421@yahoo.co.in,"408, Ring Road, Vadodara, Gujarat - 494844",Gujarat,Vadodara,24.264985,77.001158,Consultant,2339812,4,Family Support,,Medium,N,N,N,Y,N,29-11-2020,14-03-2023,,,,,,,,,,
580030035342,Pranav Pandey,Individual,Individual,12-10-1973,Harsh Kumar,Indian,Indian,Resident,India,QUKPO5151Q,617528282399,XXXX-XXXX-0892,AADHAAR-9738XXXX5507,6348017189,pranav.pandey451@hotmail.com,"143, NH Highway, Hubli, Karnataka - 214702",Karnataka,Hubli,18.843704,74.761437,Salaried - IT,543241,39,Pension,,Medium,N,N,N,Y,Y,25-01-2016,07-10-2017,,,,,,,,,,
342253202781,Sunita Banerjee,Individual,Individual,13-11-1996,Rahul Sharma,Indian,Indian,Resident,India,TUMPL5887N,303198065172,XXXX-XXXX-6769,AADHAAR-4812XXXX5533,7527076044,sunita.banerjee467@outlook.com,"233, Gandhi Nagar, Hyderabad, Telangana - 701553",Telangana,Hyderabad,17.416677,78.45987,Lawyer,250670,7,Business Income,,Low,N,N,N,Y,N,27-07-2019,05-09-2021,,,,,,,,,,
118212024877,Ritu Agarwal,Individual,Individual,30-06-1972,Naveen Bose,Indian,Indian,Resident,India,IRHPJ0568N,269274075003,XXXX-XXXX-7198,AADHAAR-5448XXXX1814,7613903167,ritu.agarwal432@rediffmail.com,"103, Park Street, Gaya, Bihar - 714729",Bihar,Gaya,18.939131,78.753824,Lawyer,221465,27,Pension,,Low,N,N,N,N,N,14-02-2020,12-11-2023,,,,,,,,,,
773350518711,Geeta Bose,Individual,Individual,03-12-1975,Manoj Sharma,Indian,Indian,Resident,India,SERPI4545H,564945772592,XXXX-XXXX-8276,AADHAAR-7799XXXX1782,7838155166,geeta.bose545@gmail.com,"327, Nehru Place, Bhopal, Madhya Pradesh - 786037",Madhya Pradesh,Bhopal,23.286138,77.449119,Salaried - IT,294333,23,Pension,,Low,N,N,N,N,N,23-05-2021,07-08-2021,,,,,,,,,,
472907235387,Bharat Holdings,Non-Individual,LLP,,,Indian,,Resident,India,ZPFFM0029J,,,,8738301578,bharat10@outlook.com,,Tamil Nadu,Chennai,13.124798,80.309994,Construction,410856165,,Donations,,Low,N,N,N,N,N,25-04-2012,08-10-2023,23-03-2000,"Chennai, Tamil Nadu",Senior Managing Official,N,"121 Corporate Park, Chennai, Tamil Nadu - 895375","Plot 313, Industrial Area, Chennai, Tamil Nadu","74, Residential Colony, Chennai, Tamil Nadu",U71078QV2018PTC594790,379511191973,Ritu Pandey
882985460655,Kiran Pandey,Individual,Individual,11-12-1997,Deepak Sharma,Indian,Indian,Resident,India,SVLPM8232A,502517953171,XXXX-XXXX-2869,AADHAAR-8618XXXX3204,9099126713,kiran.pandey612@outlook.com,"311, Park Street, Rajkot, Gujarat - 469723",Gujarat,Rajkot,23.534668,82.264924,Consultant,457207,26,Business Income,,Low,N,N,N,Y,N,13-07-2018,17-05-2023,,,,,,,,,,
698870655646,Sanjay Iyer,Individual,Individual,01-02-1960,Yash Sen,Indian,Indian,Resident,India,YLNPH8579U,828771412167,XXXX-XXXX-4101,AADHAAR-6601XXXX2601,7150840610,sanjay.iyer6@outlook.com,"480, Station Road, Kota, Rajasthan - 884330",Rajasthan,Kota,25.365183,76.0059,Salaried - Government,170026,34,Investment Returns,,Low,N,N,N,Y,N,24-06-2015,21-05-2024,,,,,,,,,,
175178937402,Aditya Mishra,Individual,Individual,06-12-1982,Tushar Bhat,Indian,Indian,Resident,India,JSAPJ2203N,259483691631,XXXX-XXXX-3157,AADHAAR-4647XXXX5713,7080935261,aditya.mishra429@outlook.com,"210, Gandhi Nagar, Karimnagar, Telangana - 797277",Telangana,Karimnagar,20.6896,76.916862,Salaried - Government,8808937,31,Salary,,High,N,N,N,Y,N,08-01-2020,26-06-2021,,,,,,,,,,
239397949975,Sapna Singh,Individual,Individual,04-12-1987,Harsh Sen,Indian,Indian,Resident,India,BTRPS4523U,354129163651,XXXX-XXXX-9880,AADHAAR-5157XXXX0072,9074618274,sapna.singh588@hotmail.com,"348, Gandhi Nagar, Nizamabad, Telangana - 327792",Telangana,Nizamabad,15.796385,82.050781,Doctor,107858,38,Agriculture Income,,Low,N,N,N,N,N,04-08-2018,04-10-2024,,,,,,,,,,
962253449747,Mamta Malhotra,Individual,Individual,19-09-1969,Manoj Rao,Indian,Indian,Resident,India,FDYPB5975H,612514937377,XXXX-XXXX-9672,AADHAAR-7003XXXX9713,8417124482,mamta.malhotra496@gmail.com,"403, Station Road, Nizamabad, Telangana - 752517",Telangana,Nizamabad,17.087956,79.227144,Salaried - IT,1106498,13,Rental Income,,Medium,N,N,N,N,N,03-04-2016,25-06-2016,,,,,,,,,,
349635520956,Rajesh Pillai,Individual,Individual,23-02-1993,Mohit Shah,Indian,Indian,Resident,India,CIHPX8989K,300467011162,XXXX-XXXX-6028,AADHAAR-8644XXXX4634,6812668257,rajesh.pillai587@yahoo.co.in,"411, Gandhi Nagar, Karnal, Haryana - 300259",Haryana,Karnal,15.771844,73.703834,Retired,152690,14,Investment Returns,,Low,N,N,N,N,N,19-07-2015,08-02-2020,,,,,,,,,,
552126147876,Gaurav Agarwal,Individual,Individual,05-03-1969,Varun Kapoor,Indian,Indian,Resident,India,CAFPN3794Z,238907041888,XXXX-XXXX-1727,AADHAAR-9291XXXX6924,6121700745,gaurav.agarwal381@gmail.com,"128, Station Road, Chennai, Tamil Nadu - 624203",Tamil Nadu,Chennai,13.096689,80.282773,Salaried - Banking,34956122,39,Investment Returns,,Low,N,Y,N,N,N,01-03-2018,07-03-2021,,,,,,,,,,
957989786003,Kiran Sharma,Individual,Individual,22-08-1964,Vivek Kumar,Indian,Indian,Resident,India,OQCPU2144N,217941716140,XXXX-XXXX-2117,AADHAAR-4570XXXX7775,6418105359,kiran.sharma397@gmail.com,"183, Nehru Place, Puri, Odisha - 380748",Odisha,Puri,22.904364,79.01565,Business Owner,129683,32,Business Income,,Low,N,N,N,N,N,01-06-2021,01-10-2021,,,,,,,,,,
427979789165,Ritu Agarwal,Individual,Individual,04-03-1973,Aditya Kumar,Indian,Indian,Resident,India,WMMPG7641S,600935093968,XXXX-XXXX-0306,AADHAAR-7135XXXX0948,8152856073,ritu.agarwal208@rediffmail.com,"198, Park Street, Muzaffarpur, Bihar - 882724",Bihar,Muzaffarpur,22.146426,76.04563,Salaried - Government,473582,28,Pension,,Low,N,N,N,N,N,09-06-2015,04-07-2019,,,,,,,,,,
961825242710,Swati Pillai,Individual,Individual,21-12-1996,Harsh Banerjee,Indian,Indian,Resident,India,JNEPO0251X,465813277467,XXXX-XXXX-5600,AADHAAR-3008XXXX8181,6561549699,swati.pillai680@yahoo.co.in,"466, Park Street, Kozhikode, Kerala - 201784",Kerala,Kozhikode,24.529941,78.472876,Consultant,426943,2,Business Income,,Low,N,N,N,N,N,28-07-2015,21-10-2017,,,,,,,,,,
356175208746,Lata Sen,Individual,Individual,21-09-1970,Ravi Pillai,Indian,Indian,Resident,India,MCHPA9751K,375135574882,XXXX-XXXX-5036,AADHAAR-3460XXXX4003,9054599635,lata.sen920@outlook.com,"47, Park Street, Nizamabad, Telangana - 877432",Telangana,Nizamabad,22.781839,75.728857,Salaried - Government,1411056,20,Business Income,,Medium,N,N,N,N,Y,15-07-2017,29-12-2019,,,,,,,,,,
286757508076,Komal Chatterjee,Individual,Individual,06-03-1963,Nikhil Reddy,Indian,Indian,Resident,India,VCBPA3927U,618530142472,XXXX-XXXX-8495,AADHAAR-2365XXXX7581,8991609466,komal.chatterjee726@yahoo.co.in,"198, Ring Road, Panipat, Haryana - 888570",Haryana,Panipat,18.477227,79.764704,Consultant,488442,8,Agriculture Income,,Low,N,N,N,Y,Y,31-12-2017,11-01-2025,,,,,,,,,,
202802468872,Ritu Reddy,Individual,Individual,21-10-1989,Ravi Kumar,Indian,Indian,Resident,India,AOBPI8606J,741077177496,XXXX-XXXX-0905,AADHAAR-8351XXXX8553,7298643691,ritu.reddy627@rediffmail.com,"260, Nehru Place, Jaipur, Rajasthan - 324780",Rajasthan,Jaipur,26.905742,75.819438,Self-Employed - Retail,9453681,20,Agriculture Income,,High,N,N,N,Y,N,09-09-2022,24-07-2023,,,,,,,,,,
563718601548,Shweta Nair,Individual,Individual,20-05-1992,Rohan Shah,Indian,Indian,Resident,India,CKPPV4582K,322002485896,XXXX-XXXX-9667,AADHAAR-6233XXXX7371,8006840918,shweta.nair176@yahoo.co.in,"22, Nehru Place, Nashik, Maharashtra - 180724",Maharashtra,Nashik,23.045076,75.858339,Student,133266,27,Investment Returns,,Low,N,N,N,Y,N,06-03-2019,23-10-2019,,,,,,,,,,
966862384610,Ravi Yadav,Individual,Individual,03-03-1999,Aditya Bhat,Indian,Indian,Resident,India,UQKPG2370J,488565129011,XXXX-XXXX-8823,AADHAAR-6487XXXX2590,6764796593,ravi.yadav593@rediffmail.com,"118, MG Road, Madurai, Tamil Nadu - 738625",Tamil Nadu,Madurai,25.324404,80.21822,Business Owner,172641,15,Investment Returns,,Low,N,N,N,N,N,10-05-2022,25-05-2022,,,,,,,,,,
397109192186,Vandana Bose,Individual,Individual,31-03-1993,Sanjay Agarwal,Indian,Dual - Indian/CA,NRI,Other,HRRPV9209Z,952256829757,XXXX-XXXX-2881,AADHAAR-5048XXXX0679,7941561454,vandana.bose419@yahoo.co.in,"141, Station Road, Vadodara, Gujarat - 624193",Gujarat,Vadodara,16.169123,74.20873,Business Owner,2100182,10,Overseas Business,CA,High,Y,N,N,N,N,05-02-2019,09-06-2023,,,,,,,,,,
871428545290,Pradeep Joshi,Individual,Individual,19-06-1960,Akash Verma,Indian,Indian,Resident,India,BIIPK7270Z,249330507048,XXXX-XXXX-3244,AADHAAR-7490XXXX2994,9048279436,pradeep.joshi871@outlook.com,"219, Park Street, Noida, Uttar Pradesh - 512403",Uttar Pradesh,Noida,22.204908,75.360054,Business Owner,663364,22,Rental Income,,Medium,N,N,N,N,N,05-04-2018,17-04-2022,,,,,,,,,,
448535696130,Aditi Pandey,Individual,Individual,27-04-1960,Rohan Nair,Indian,Indian,Resident,India,VLFPA3423I,769148675020,XXXX-XXXX-9736,AADHAAR-8917XXXX5285,6803053485,aditi.pandey994@gmail.com,"378, Station Road, Gwalior, Madhya Pradesh - 873882",Madhya Pradesh,Gwalior,24.988296,77.423663,Salaried - IT,1986686,32,Agriculture Income,,Medium,N,N,N,N,Y,07-10-2022,02-12-2024,,,,,,,,,,
384616220940,Vivek Tiwari,Individual,Individual,10-11-1988,Anil Mishra,Indian,Indian,Resident,India,LOZPV9269B,715637048451,XXXX-XXXX-4712,AADHAAR-5729XXXX9744,7734729456,vivek.tiwari25@outlook.com,"108, Ring Road, Thrissur, Kerala - 674365",Kerala,Thrissur,21.222152,80.444895,Doctor,430862,6,Rental Income,,Low,N,N,N,N,N,03-02-2018,01-02-2023,,,,,,,,,,
362494979597,Anita Yadav,Individual,Individual,06-02-1968,Rajesh Kumar,Indian,Indian,Resident,India,PTGPP5933R,691216680939,XXXX-XXXX-3034,AADHAAR-5160XXXX1511,8798593389,anita.yadav694@rediffmail.com,"27, NH Highway, Surat, Gujarat - 786158",Gujarat,Surat,22.075962,76.045357,Retired,2041171,21,Agriculture Income,,Medium,N,N,N,Y,N,09-03-2022,14-09-2024,,,,,,,,,,
821500873854,Amit Tiwari,Individual,Individual,23-07-1998,Akash Yadav,Indian,Indian,Resident,India,IDMPD4155D,745368926694,XXXX-XXXX-0575,AADHAAR-2857XXXX7430,6315741066,amit.tiwari990@gmail.com,"299, Nehru Place, Gurugram, Haryana - 783728",Haryana,Gurugram,16.613069,77.56371,Salaried - IT,1125231,0,Business Income,,High,N,N,N,Y,N,20-10-2023,04-08-2024,,,,,,,,,,
471023581202,Pallavi Yadav,Individual,Individual,05-08-1975,Sanjay Reddy,Indian,Indian,Resident,India,BXDPM3729T,471057748925,XXXX-XXXX-2695,AADHAAR-6818XXXX1591,7575395383,pallavi.yadav404@hotmail.com,"373, Ring Road, Surat, Gujarat - 566201",Gujarat,Surat,24.565479,74.399875,Salaried - Government,5369388,10,Rental Income,,High,N,N,N,N,Y,14-08-2019,20-04-2022,,,,,,,,,,
197267014080,Amit Singh,Individual,Individual,31-05-1974,Varun Sen,Indian,Indian,Resident,India,PHLPR1994S,841158250437,XXXX-XXXX-7317,AADHAAR-9042XXXX3013,9960366697,amit.singh749@yahoo.co.in,"76, Gandhi Nagar, Salem, Tamil Nadu - 765821",Tamil Nadu,Salem,16.067673,77.771258,Student,213304,6,Investment Returns,,Low,N,N,N,N,N,10-08-2016,15-11-2024,,,,,,,,,,
188137560389,Global Ventures,Non-Individual,Sole Proprietorship,,,Indian,,Resident,India,WHHJK0217I,,,,9087564108,global895@outlook.com,,Maharashtra,Pune,18.560814,73.810495,Education,25701140,,Government Grant,,Low,N,N,N,N,N,22-12-2022,25-02-2024,20-07-2018,"Pune, Maharashtra",Shareholding > 25%,N,"68 Corporate Park, Pune, Maharashtra - 404092","Plot 188, Industrial Area, Pune, Maharashtra","683, Residential Colony, Pune, Maharashtra",U63675DE2023PTC693822,931871045280,Anil Pandey
780458408943,Ankit Singh,Individual,Individual,05-08-1960,Manoj Bhat,Indian,Indian,Resident,India,QVDPA1784I,358790075591,XXXX-XXXX-5821,AADHAAR-7066XXXX0855,8571651808,ankit.singh350@gmail.com,"229, NH Highway, Hubli, Karnataka - 820549",Karnataka,Hubli,15.735825,75.796519,Lawyer,1158378,28,Pension,,Medium,N,N,N,Y,Y,06-10-2020,18-08-2024,,,,,,,,,,
628409369928,Vivek Mukherjee,Individual,Individual,25-05-1981,Mohit Bhat,Indian,Indian,Resident,India,HVQPI8831R,321343357235,XXXX-XXXX-9557,AADHAAR-2154XXXX4807,8685122695,vivek.mukherjee80@yahoo.co.in,"89, Park Street, Gurugram, Haryana - 876172",Haryana,Gurugram,20.178099,82.250457,Business Owner,409275,4,Business Income,,Low,N,N,N,N,N,02-09-2022,12-03-2023,,,,,,,,,,
875670521927,Sneha Patel,Individual,Individual,22-10-1966,Rahul Reddy,Indian,Indian,Resident,India,LMNPI7192R,491247459579,XXXX-XXXX-0236,AADHAAR-8557XXXX5821,7537935665,sneha.patel547@outlook.com,"420, Gandhi Nagar, Mumbai, Maharashtra - 772501",Maharashtra,Mumbai,19.082251,72.836864,Freelancer,311438,22,Rental Income,,Low,N,N,N,Y,N,02-08-2022,14-08-2023,,,,,,,,,,
312933912166,Priya Joshi,Individual,Individual,06-02-1985,Yash Deshmukh,Indian,Indian,Resident,India,ILFPE5939T,631139298715,XXXX-XXXX-3330,AADHAAR-9268XXXX8585,8779552169,priya.joshi236@outlook.com,"313, Nehru Place, Amritsar, Punjab - 277531",Punjab,Amritsar,24.346206,78.462124,Self-Employed - Professional,1121836,4,Business Income,,Medium,N,N,N,Y,N,07-04-2018,04-01-2023,,,,,,,,,,
826858616540,Neha Chatterjee,Individual,Individual,03-07-1983,Arjun Kumar,Indian,Indian,Resident,India,MADPM1681U,435577989999,XXXX-XXXX-2218,AADHAAR-5670XXXX2612,9160264856,neha.chatterjee147@rediffmail.com,"30, Nehru Place, Kota, Rajasthan - 292280",Rajasthan,Kota,25.20749,76.141724,Salaried - IT,209437,1,Rental Income,,Low,N,N,N,N,N,14-06-2016,21-01-2024,,,,,,,,,,
830077101394,Bhavna Shah,Individual,Individual,30-10-1994,Pranav Joshi,Indian,Indian,Resident,India,ECWPK3255R,874698977521,XXXX-XXXX-4020,AADHAAR-3736XXXX3883,6966516643,bhavna.shah508@hotmail.com,"285, MG Road, Hyderabad, Telangana - 635362",Telangana,Hyderabad,17.351127,78.484161,Student,923152,14,Agriculture Income,,Medium,N,N,N,Y,N,06-10-2023,26-06-2024,,,,,,,,,,
207157358355,Rahul Malhotra,Individual,Individual,14-04-1992,Ankit Sharma,Indian,Indian,Resident,India,FWHPH1333S,932241869081,XXXX-XXXX-6101,AADHAAR-9722XXXX6049,9207822466,rahul.malhotra827@rediffmail.com,"252, Ring Road, Howrah, West Bengal - 421226",West Bengal,Howrah,23.728011,75.282963,Salaried - Government,1116298,23,Salary,,Medium,N,N,N,Y,N,17-01-2019,08-10-2023,,,,,,,,,,
962218814920,Pioneer Ventures,Non-Individual,Private Limited,,,Indian,,Resident,India,SQDTH6379P,,,,7689745819,pioneer344@hotmail.com,,Gujarat,Rajkot,18.255413,75.898508,Real Estate,294840606,,Investment,,Low,N,N,N,N,N,16-06-2023,28-04-2024,20-01-2020,"Rajkot, Gujarat",Senior Managing Official,N,"172 Corporate Park, Rajkot, Gujarat - 547214","Plot 10, Industrial Area, Rajkot, Gujarat","770, Residential Colony, Rajkot, Gujarat",U79549UE2010PTC604375,169456482661,Ravi Bose
388335837406,Harsh Banerjee,Individual,Individual,15-01-1967,Akash Nair,Indian,Indian,Resident,India,ZQJPW4223N,364384320281,XXXX-XXXX-7185,AADHAAR-8876XXXX9571,8432588671,harsh.banerjee142@rediffmail.com,"145, Park Street, Jabalpur, Madhya Pradesh - 951000",Madhya Pradesh,Jabalpur,23.842355,78.344121,Business Owner,1947259,40,Rental Income,,Medium,N,N,N,N,Y,25-05-2023,29-12-2024,,,,,,,,,,
918213250911,Vikram Deshmukh,Individual,Individual,11-04-1985,Yash Joshi,Indian,Indian,Resident,India,LMVPE6175N,951497257543,XXXX-XXXX-2555,AADHAAR-2983XXXX8046,7649146835,vikram.deshmukh278@gmail.com,"112, NH Highway, Hyderabad, Telangana - 346867",Telangana,Hyderabad,17.34979,78.479749,Student,5817257,28,Investment Returns,,High,N,N,N,N,N,07-10-2016,07-01-2020,,,,,,,,,,
280981065296,Sandeep Reddy,Individual,Individual,02-09-1975,Kiran Reddy,Indian,Indian,Resident,India,SNVPY3243W,967223192341,XXXX-XXXX-0199,AADHAAR-4102XXXX6045,8571263804,sandeep.reddy746@outlook.com,"173, Ring Road, Warangal, Telangana - 509920",Telangana,Warangal,22.960684,76.700995,Business Owner,232174,12,Family Support,,Low,N,N,N,N,N,23-03-2022,25-01-2025,,,,,,,,,,
598818299877,Neha Patel,Individual,Individual,18-07-1981,Ashish Sharma,Indian,Indian,Resident,India,JCYPC8449Y,469842099426,XXXX-XXXX-6010,AADHAAR-7547XXXX6711,7576740850,neha.patel599@gmail.com,"403, Park Street, Mysuru, Karnataka - 659710",Karnataka,Mysuru,17.760777,82.531542,Salaried - Government,475250,6,Pension,,Low,N,N,N,N,N,06-06-2024,13-08-2024,,,,,,,,,,
155661467965,Deepak Mukherjee,Individual,Individual,12-10-1965,Sanjay Gupta,Indian,Indian,Resident,India,PSKPN6640M,574548506654,XXXX-XXXX-7324,AADHAAR-4538XXXX3464,9134674894,deepak.mukherjee756@gmail.com,"291, MG Road, Varanasi, Uttar Pradesh - 488977",Uttar Pradesh,Varanasi,21.579025,73.015903,Salaried - Government,277116,7,Agriculture Income,,Low,N,N,N,Y,N,31-08-2021,12-09-2023,,,,,,,,,,
232899555128,Divya Verma,Individual,Individual,19-06-1970,Manoj Yadav,Indian,Indian,Resident,India,DXBPA7269D,523385469637,XXXX-XXXX-7606,AADHAAR-3463XXXX6533,7943725210,divya.verma355@outlook.com,"403, MG Road, Hubli, Karnataka - 533113",Karnataka,Hubli,21.148307,80.713229,Retired,2162283,12,Agriculture Income,,High,N,N,N,Y,N,15-02-2015,06-09-2015,,,,,,,,,,
